number,state,value,hedge_ratio,rebalance_threshold,score,target_final_nav,target_net_pnl,target_annualized_return,target_annualized_volatility,target_sharpe,target_max_drawdown,target_turnover,target_number_of_rebalances,target_total_costs,target_average_health_factor,target_average_idle_ratio,plain_lp_final_nav,plain_lp_net_pnl,plain_lp_annualized_return,plain_lp_annualized_volatility,plain_lp_sharpe,plain_lp_max_drawdown,plain_lp_turnover,plain_lp_number_of_rebalances,plain_lp_total_costs,plain_lp_average_health_factor,plain_lp_average_idle_ratio,fixed_hedge_final_nav,fixed_hedge_net_pnl,fixed_hedge_annualized_return,fixed_hedge_annualized_volatility,fixed_hedge_sharpe,fixed_hedge_max_drawdown,fixed_hedge_turnover,fixed_hedge_number_of_rebalances,fixed_hedge_total_costs,fixed_hedge_average_health_factor,fixed_hedge_average_idle_ratio,buy_hold_final_nav,buy_hold_net_pnl,buy_hold_annualized_return,buy_hold_annualized_volatility,buy_hold_sharpe,buy_hold_max_drawdown,buy_hold_turnover,buy_hold_number_of_rebalances,buy_hold_total_costs,buy_hold_average_health_factor,buy_hold_average_idle_ratio
184,TrialState.COMPLETE,0.6209485166482756,0.8374748479849891,0.06954759921104636,0.6209485166482756,103733.42683623181,3808.4268362318107,0.03821953456194027,0.06346634569144018,0.622652249711402,-0.022454263197064228,22083.067272677752,13.0,217.08306727267774,2.0069502521689984,0.2098861819215195,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106007.29446064396,6082.294460643956,0.06104082048933024,0.07043134931031948,0.8763829987674044,-0.04308486358894914,0.0,0.0,0.0,2.3320202675998316,0.19992079216286265,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
185,TrialState.COMPLETE,0.5517854817894999,0.8389700181883429,0.07542083701834898,0.5517854817894999,103294.74248072476,3369.742480724759,0.03381691081087568,0.06342399943873238,0.5560297290586398,-0.022497307893768803,24957.03587197354,13.0,219.95703587197355,1.9942132174706106,0.20913767613983117,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106010.2292316485,6085.229231648496,0.06107027569495638,0.07033464053738214,0.8778857476469953,-0.04287045264022604,0.0,0.0,0.0,2.327864258276326,0.2002715577358122,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
186,TrialState.COMPLETE,0.5248294316038895,0.8389544571081556,0.07265793641642533,0.5248294316038895,103126.91134740037,3201.911347400368,0.03213257588966889,0.06332865500659544,0.5310265655286356,-0.022315010045424466,27954.646501323914,15.0,252.9546465013239,1.9889982254096965,0.20983620383348636,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106010.19868783034,6085.198687830343,0.061069969137995894,0.07033564350413578,0.8778701263770416,-0.04287268414359102,0.0,0.0,0.0,2.32790743592689,0.20026790721211932,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
187,TrialState.COMPLETE,0.6242980646312128,0.8481881769865718,0.07032871323300269,0.6242980646312128,103727.86157800899,3802.8615780089895,0.03816368146745108,0.0629755271193411,0.6261572913864314,-0.02065538072635853,22365.56311792673,13.0,217.36556311792674,1.9816007850051376,0.21254166712106304,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106028.32294773165,6103.322947731649,0.06125187564675927,0.06975369756865704,0.8870661711264853,-0.04154851420073391,0.0,0.0,0.0,2.302564893140454,0.20243373750682764,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
188,TrialState.COMPLETE,0.617319940474039,0.8495408111597751,0.07810334737446047,0.617319940474039,103667.08760428385,3742.08760428385,0.03755375262344862,0.06274598363715236,0.6188521965846638,-0.020726059862217205,21468.45162971447,11.0,186.46845162971448,1.9651951969932826,0.21375771328906074,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106030.97794416093,6105.977944160928,0.06127852287339808,0.06967069094168225,0.8884002169409467,-0.041354533743052646,0.0,0.0,0.0,2.298898762073451,0.2027509501876614,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
189,TrialState.COMPLETE,0.6243563629590855,0.8483869670291643,0.070243822403422,0.6243563629590855,103727.75831244896,3802.758312448961,0.038162645091344594,0.0629669123664184,0.6262184749610336,-0.020622000913737892,22370.80493968923,13.0,217.37080493968924,1.981136465632302,0.21259093322275943,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106028.71313959849,6103.713139598491,0.06125579185948493,0.06974146227926789,0.8872624490824732,-0.041520005915432145,0.0,0.0,0.0,2.302025366967885,0.20248035761134114,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
190,TrialState.COMPLETE,0.5329538573829254,0.8460108528350243,0.07244140865062232,0.5329538573829254,103165.95555698339,3240.95555698339,0.032524418640372144,0.06305200279955153,0.5390980554125777,-0.021131087799369674,28044.516346797158,15.0,253.04451634679717,1.9751950772437912,0.2113143888512818,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106024.04922172175,6099.049221721754,0.061208981828108966,0.06988852347132629,0.8849114932425205,-0.04186076041510145,0.0,0.0,0.0,2.308490857488949,0.20192309250657794,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
191,TrialState.COMPLETE,0.6201344372080939,0.8350468296373991,0.06929536420590543,0.6201344372080939,103734.68812010267,3809.68812010267,0.038232192844946056,0.06358475787054096,0.6218029299140597,-0.02286194108950046,22019.043746910822,13.0,217.01904374691082,2.012785747690947,0.2092842447058821,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106002.52866352702,6077.528663527017,0.060992987960036826,0.07058985311138222,0.8739351168031622,-0.04343304402365311,0.0,0.0,0.0,2.33880095078516,0.19935114332662549,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
192,TrialState.COMPLETE,0.6197353799272195,0.8359957308470028,0.07002891138808294,0.6197353799272195,103725.8893557321,3800.889355732099,0.03814388818890424,0.06346463795259316,0.6215187378512212,-0.02259817814266174,22204.25143957661,13.0,217.2042514395766,2.0106755219026153,0.2094356219779444,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106004.39119914325,6079.391199143254,0.06101168153508563,0.07052769356706616,0.8748928749145461,-0.043296971036416054,0.0,0.0,0.0,2.336146282861229,0.1995737751088365,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
193,TrialState.COMPLETE,0.551174407729601,0.8358382424959281,0.07555994375935887,0.551174407729601,103298.00400318058,3373.004003180584,0.03384964316848604,0.06357426348536122,0.5553637979184463,-0.02302205342634356,24863.87421350648,13.0,219.86387421350648,2.001685271466749,0.2083650602205913,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106004.08207564318,6079.0820756431785,0.06100857897779011,0.07053799114306432,0.8747340127873384,-0.043319554999054044,0.0,0.0,0.0,2.336586458731693,0.1995368255925523,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
194,TrialState.COMPLETE,0.5825333782146569,0.8485279045666869,0.06917884003702689,0.5825333782146569,103468.99715550253,3543.997155502526,0.035565719647767,0.06295627245148784,0.5865351023837164,-0.023622161519494478,25285.736688625497,15.0,250.2857366886255,1.973401833606465,0.2111689232588352,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106028.98977659778,6103.98977659778,0.061258568363657506,0.06973279529442081,0.8874015599709649,-0.04149979418539662,0.0,0.0,0.0,2.3016430085506907,0.20251340999705045,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
195,TrialState.COMPLETE,0.5259717488299129,0.8488910886879256,0.07331335893117907,0.5259717488299129,103114.9303768329,3189.9303768328973,0.03201233646561663,0.06289969439405678,0.5323648220400705,-0.020647830693434566,28285.74316678993,15.0,253.28574316678993,1.9657161544325343,0.21229599312269593,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106029.70264676212,6104.702646762118,0.06126572318031709,0.06971049010303884,0.8877598618368083,-0.04144771020501703,0.0,0.0,0.0,2.3006582883614874,0.20259858247874454,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
196,TrialState.COMPLETE,0.5221671023069295,0.8219615963718397,0.07127146980310671,0.5221671023069295,103147.40027895645,3222.4002789564547,0.032338200165375364,0.06416670815748741,0.5280291559598604,-0.02516591464685214,27388.430527494602,15.0,252.3884305274946,2.030117871386291,0.2056281726191655,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105976.84452195714,6051.844521957144,0.06073520590614834,0.07147464863411143,0.8605976914499307,-0.045309413433422874,0.0,0.0,0.0,2.3760335370006493,0.19628034294891733,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
197,TrialState.COMPLETE,0.6180404415595661,0.8290490026345071,0.06889847150162513,0.6180404415595661,103737.80381421052,3812.8038142105215,0.03826346204688691,0.06388846680461632,0.6196218815597395,-0.023868990316320282,21860.8892452999,13.0,216.8608892452999,2.027347420969817,0.20779712903020006,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105990.75592438431,6065.755924384313,0.06087482939067246,0.07098906097241942,0.867850454792183,-0.04429312214922487,0.0,0.0,0.0,2.3557212093614712,0.19794376305195252,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
198,TrialState.COMPLETE,0.39661096462718504,0.8342533271332558,0.0651243791916114,0.39661096462718504,102354.80749418936,2429.8074941893574,0.024383923160333998,0.06369825773923259,0.41002498171248736,-0.02569111047029282,38253.48877322524,23.0,383.25348877322523,2.0042978576724866,0.20605486120417568,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106000.97114978325,6075.971149783247,0.06097735577640839,0.0706420433445785,0.8731331509264273,-0.04354683228899425,0.0,0.0,0.0,2.3410255081837117,0.19916496576849868,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
199,TrialState.COMPLETE,0.5462765002009929,0.8181368058360406,0.07443064253742576,0.5462765002009929,103311.02719473936,3386.027194739363,0.03398034282222606,0.06451098739781931,0.5501904074053399,-0.025987880114269668,24379.227365077,13.0,219.379227365077,2.0450442059130123,0.2039698664073604,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105969.3370928113,6044.3370928113,0.06065985670022567,0.07174283785442769,0.8566585791122597,-0.04585785152324562,0.0,0.0,0.0,2.3871414965988906,0.1953824933570612,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
200,TrialState.COMPLETE,0.589548768882083,0.8485162136242942,0.06886959963443809,0.589548768882083,103510.9158526537,3585.9158526537067,0.03598641423501703,0.06291835855956851,0.5933053019352181,-0.023419420791741197,25006.26070237433,15.0,250.00626070237433,1.9721321187802558,0.21152668459237514,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106028.96682921797,6103.96682921797,0.06125833804921599,0.0697335139930956,0.8873900219940284,-0.04150147077380606,0.0,0.0,0.0,2.301674720821346,0.2025106682668943,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
201,TrialState.COMPLETE,0.6200879922402981,0.8370522160965442,0.0708083704154189,0.6200879922402981,103725.33004636617,3800.3300463661726,0.0381382749444783,0.06341311753389509,0.6218868117894528,-0.022420655894220043,22232.311946655103,13.0,217.2323119466551,2.008137748285086,0.20969740783251808,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106006.4649043777,6081.464904377703,0.0610324945418641,0.07045880973193028,0.8759575740850611,-0.04314546973500599,0.0,0.0,0.0,2.3331977164024686,0.19982163987919424,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
202,TrialState.COMPLETE,0.5311333916056165,0.8335544283828131,0.07156976370254332,0.5311333916056165,103180.2745889621,3255.2745889621,0.032668122736952965,0.06362052700038726,0.537034790929291,-0.02322100099135671,27631.59682218109,15.0,252.63159682218108,2.0047118879286088,0.20823482866504553,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105999.59932750942,6074.599327509422,0.060963587309220024,0.0706881696465218,0.8724260122577702,-0.04364705403066771,0.0,0.0,0.0,2.3429883551757174,0.19900098069505892,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
203,TrialState.COMPLETE,0.616251723264331,0.8241668656094573,0.0679142361673576,0.616251723264331,103740.33994030353,3815.339940303529,0.03828891468830142,0.064147329353324,0.6177623037280872,-0.024688692028470793,21732.153963735313,13.0,216.7321539637353,2.039356867502512,0.20658645347455631,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105981.17309953371,6056.173099533713,0.06077865019671336,0.07132196417728842,0.8628611697385352,-0.04499319469119922,0.0,0.0,0.0,2.3696758515787537,0.19679796475266376,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
204,TrialState.COMPLETE,0.4528109679945826,0.8499182186164282,0.06415510041868497,0.4528109679945826,102684.01726744656,2759.0172674465575,0.027687775471818776,0.0630499050442229,0.46465364980655804,-0.02440499626158643,36765.71992002014,23.0,381.76571992002016,1.967022195425853,0.20923723192742488,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106031.71873237216,6106.718732372159,0.06128595789365132,0.06964763392589318,0.8887718075403785,-0.041300409749681966,0.0,0.0,0.0,2.297877932638462,0.20283945523220806,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
205,TrialState.COMPLETE,0.5315315612193158,0.8360152129552121,0.07139174736197797,0.5315315612193158,103177.44584359297,3252.44584359297,0.032639733781574254,0.0635026074203338,0.5374809257777721,-0.022808145142492298,27713.169668363054,15.0,252.71316966836307,1.998811081329072,0.20884328098926044,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106004.42943928888,6079.429439288884,0.061012065337169075,0.0705264202304967,0.8749125242893625,-0.04329417728449447,0.0,0.0,0.0,2.336091842398939,0.1995783459377591,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
206,TrialState.COMPLETE,0.614305414122325,0.8190654626829567,0.06758869123091206,0.614305414122325,103742.98996856088,3817.9899685608834,0.03831551045725434,0.06442884000090444,0.6157419526149474,-0.025545188374419214,21597.636939991855,13.0,216.59763693999184,2.0520586374660246,0.20532122390791144,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105971.15989210278,6046.159892102776,0.060678151440859196,0.07167733002414114,0.8576164918120789,-0.04572469197272577,0.0,0.0,0.0,2.3844349543304473,0.19560050155974087,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
207,TrialState.COMPLETE,0.5488365346674251,0.833970748963894,0.07637051460068761,0.5488365346674251,103287.97975774149,3362.9797577414865,0.033749040716280376,0.06367494538919206,0.5530583009125818,-0.023334958211321477,24878.296255941794,13.0,219.8782962559418,2.0061510971593752,0.20785543994742806,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106000.41649572713,6075.416495727128,0.06097178892099331,0.07066067525140135,0.8728473292195872,-0.04358735390023105,0.0,0.0,0.0,2.3418187286933683,0.1990986639278708,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
208,TrialState.COMPLETE,0.5334081278243633,0.849796222862132,0.0726947469813293,0.5334081278243633,103161.60416106894,3236.6041610689426,0.03248074856098149,0.06289338776640108,0.5396261097005722,-0.02049596245791685,28169.998036834768,15.0,253.16999803683476,1.966396680590642,0.21225003267177955,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106031.47927495027,6106.479274950267,0.06128355454709933,0.06965508209998719,0.8886517223934007,-0.04131790516787415,0.0,0.0,0.0,2.2982078133135357,0.20281084638223285,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
209,TrialState.COMPLETE,0.6148439483235681,0.8191314205939366,0.06976321747423389,0.6148439483235681,103742.95881088795,3817.9588108879543,0.03831519775783421,0.06435389917398733,0.6163785702575603,-0.025431787658415583,21793.25623443244,13.0,216.79325623443245,2.052374056699409,0.2052585379433206,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105971.28935653709,6046.2893565370905,0.06067945082599646,0.07167268685308965,0.8576844918744334,-0.04571523428559798,0.0,0.0,0.0,2.384242955410004,0.19561598534094363,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
210,TrialState.COMPLETE,0.4123931567703345,0.8369172082110328,0.06410863323701757,0.4123931567703345,102449.23831505697,2524.238315056966,0.025331600080935823,0.06354935893584988,0.42538552345482084,-0.02525547165913722,37884.76388167722,23.0,382.88476388167726,2.0026081073594617,0.20647436578959624,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106006.1999063011,6081.199906301103,0.06102983485484481,0.0704675933624013,0.8758216143482472,-0.04316483007514671,0.0,0.0,0.0,2.3335740978259607,0.19978996582135758,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
211,TrialState.COMPLETE,0.622460465519497,0.834813630006553,0.06964360892919265,0.622460465519497,103744.39861075422,3819.398610754215,0.0383296476364412,0.06349079467427178,0.6241066082343937,-0.022805732468681228,22023.063121770312,13.0,217.02306312177032,2.0117817886548104,0.2094131505904694,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106002.07093134827,6077.070931348266,0.06098839387308175,0.0706051712542468,0.8736995290720891,-0.043466484895726354,0.0,0.0,0.0,2.3394542792632076,0.1992964287871203,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
212,TrialState.COMPLETE,0.5768571970374501,0.8259222922094382,0.06737151223267945,0.5768571970374501,103486.83257418833,3561.832574188331,0.03574471523240752,0.06402854759379226,0.5804766803093254,-0.027348998432671245,24612.099960034433,15.0,249.61209996003444,2.027414126647079,0.20558642864460172,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105984.61871065856,6059.618710658557,0.06081323249154713,0.07120145029781376,0.864658664481969,-0.04474147764554659,0.0,0.0,0.0,2.3646393099301846,0.19720997130642834,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
213,TrialState.COMPLETE,0.6248172199980528,0.8499761284859256,0.07050114866053442,0.6248172199980528,103726.93278997471,3801.932789974715,0.03815436012434348,0.06289869546181052,0.6267023971537238,-0.02035515590728776,22412.708955602357,13.0,217.41270895560234,1.9774324254760505,0.21298476509667397,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106031.8323998368,6106.8323998368,0.06128709873242055,0.06964410002002447,0.8888288003061302,-0.04129210488849855,0.0,0.0,0.0,2.297721375522632,0.20285303545693092,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
214,TrialState.COMPLETE,0.6204416330983612,0.838123280207838,0.07027085513339751,0.6204416330983612,103724.7630188674,3799.763018867394,0.038132584240740286,0.0633613952945134,0.6222561276337849,-0.022240683063113553,22260.759671873726,13.0,217.26075967187373,2.0055714858705773,0.20996279818822425,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106008.56722549838,6083.56722549838,0.0610535947567723,0.07038932395103654,0.8770351611960338,-0.04299187705369556,0.0,0.0,0.0,2.330216049626703,0.20007291595871915,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
215,TrialState.COMPLETE,0.576480353961363,0.8487616023930602,0.07406430205732334,0.576480353961363,103427.0043330297,3502.004333029705,0.03514428161084271,0.06294431280651644,0.5801676871676236,-0.02066955654226843,24507.7916346732,13.0,219.5077916346732,1.9721275122206123,0.21229363820873845,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106029.44848665185,6104.448486651847,0.06126317226839384,0.06971843781144242,0.887632145217112,-0.04146627975384565,0.0,0.0,0.0,2.30100927468871,0.20256821599224203,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
216,TrialState.COMPLETE,0.6300701658484886,0.8496938011489708,0.06992222777424266,0.6300701658484886,103753.9998427218,3828.9998427217943,0.03842600592896428,0.06279883330309044,0.6317647627386971,-0.020563515158314116,22167.86102285322,13.0,217.16786102285323,1.9710787338309959,0.2134487430844766,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106031.27823812288,6106.278238122875,0.06128153681401205,0.0696613388645039,0.8885508823451117,-0.04133259346409668,0.0,0.0,0.0,2.2984848382619605,0.20278682768996364,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
217,TrialState.COMPLETE,0.5321004126472172,0.8397522700976486,0.07201425735460804,0.5321004126472172,103173.14998478291,3248.149984782911,0.032596621052575436,0.06332878491693875,0.5381226193482662,-0.022181154893088695,27837.049828728344,15.0,252.83704982872834,1.9899159922726368,0.20976722751548826,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106011.76466234146,6086.764662341462,0.0610856862429463,0.07028431767645756,0.8786705121229409,-0.04275827527486742,0.0,0.0,0.0,2.3256957898773902,0.2004550662379897,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
218,TrialState.COMPLETE,0.39955636353273283,0.8486818253996377,0.06606812532597886,0.39955636353273283,102352.6789014334,2427.6789014334063,0.02436256132532688,0.06305165017377054,0.4132480259401395,-0.023307404220384575,38797.01145456757,23.0,383.79701145456755,1.9697835604316971,0.20976517661965693,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106029.29189765156,6104.291897651565,0.06126160064196773,0.06972333706050413,0.8875534425150886,-0.041477720517224315,0.0,0.0,0.0,2.3012255720056527,0.20254950701979446,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
219,TrialState.COMPLETE,0.5642308238208024,0.8273678537171731,0.07416396412859752,0.5642308238208024,103401.78971075157,3476.7897107515746,0.03489122904603725,0.06399959008263549,0.5678299085632768,-0.02425892713588751,24205.37326144451,13.0,219.20537326144452,2.0250214436834892,0.20662106069199768,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105987.45610802514,6062.456108025144,0.060841710377393055,0.07110289517354784,0.866135917222984,-0.0445341917608455,0.0,0.0,0.0,2.3605078567310374,0.1975492325280003,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
