strategy_name,regime_segment_id,regime,start_timestamp,end_timestamp,observations,start_nav,end_nav,segment_return,segment_compounded_return,segment_annualized_return,segment_annualized_volatility,segment_sharpe,segment_local_max_drawdown,total_lp_fees,total_aave_borrow_cost,total_aave_supply_yield,total_gas_cost,total_slippage_cost,total_turnover,number_of_rebalances,circuit_breaker_events,average_health_factor,min_health_factor,average_idle_ratio,average_hedge_error,max_hedge_error
buy_hold_50_50,29,uptrend,2025-01-17 22:00:00+00:00,2025-01-18 00:00:00+00:00,3,101702.7582509234,101968.60478970571,0.0026139560357487657,0.002035807378374832,378.371052963518,0.12648551870997551,2991.417964858906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,30,sideways,2025-01-18 01:00:00+00:00,2025-01-18 03:00:00+00:00,3,101651.07827951864,100395.86560228762,-0.01234824753928776,-0.015423759015450123,-1.0,0.3950357684307271,-2.5314163423035922,-0.01234824753928776,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,31,high_vol_chop,2025-01-18 04:00:00+00:00,2025-01-18 15:00:00+00:00,12,100107.0832836888,99229.86417252471,-0.008762807609509315,-0.011614038314903707,-0.999802123185232,0.4402490821543127,-2.2709919536749634,-0.01481941028833944,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,33,high_vol_chop,2025-01-18 17:00:00+00:00,2025-01-18 19:00:00+00:00,3,98489.66400571904,98956.27308471344,0.004737645149924585,0.005365524462614957,6110073.056023441,0.15535416971466362,39329958.55370802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,34,downtrend,2025-01-18 20:00:00+00:00,2025-01-18 22:00:00+00:00,3,98600.02382938162,98817.61587036816,0.002206815298169351,-0.0014011968117128015,-0.9833336550491624,0.2544908639777308,-3.863925170748797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,37,high_vol_chop,2025-01-19 01:00:00+00:00,2025-01-19 04:00:00+00:00,4,99891.12951268916,98842.93458834745,-0.010493373430205954,-0.005107348765811204,-0.9999865125982661,0.516310355436682,-1.9367934461676704,-0.010547957050806134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,38,sideways,2025-01-19 05:00:00+00:00,2025-01-19 07:00:00+00:00,3,99082.56880733944,98708.89431669247,-0.0037713443963444115,-0.0013560936066217,-0.9809841167090602,0.23859536253387353,-4.111496997640888,-0.0037713443963444115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,39,high_vol_chop,2025-01-19 08:00:00+00:00,2025-01-19 10:00:00+00:00,3,97916.2695103062,97196.77111878947,-0.007348098483684562,-0.015319016673933872,-1.0,0.4734058121429654,-2.1123526039388945,-0.008058730544747261,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,41,high_vol_chop,2025-01-19 12:00:00+00:00,2025-01-19 16:00:00+00:00,5,97661.74192779696,100731.11521506016,0.031428614999847504,0.04027125380287444,1.0985986382450751e+30,0.557393498377479,1.9709570374304585e+30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,42,uptrend,2025-01-19 17:00:00+00:00,2025-01-19 18:00:00+00:00,2,101212.31979030144,101056.237340641,-0.0015421289620060064,0.0032276236085218013,1348124.8601334405,0.41821777484373596,3223499.67223932,-0.0015421289620060064,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,43,high_vol_chop,2025-01-19 19:00:00+00:00,2025-01-20 07:00:00+00:00,13,100857.85773859169,100302.3352793995,-0.005507974010632077,-0.0074602229519019625,-0.9935642555493998,0.8933976462979055,-1.112118729735374,-0.03665091553455424,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,46,uptrend,2025-01-20 10:00:00+00:00,2025-01-20 11:00:00+00:00,2,99903.6399380436,100202.54974383416,0.002991981132778765,0.0016406182540369407,1311.9341571182931,0.28718252837593283,4568.293776566106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,47,high_vol_chop,2025-01-20 12:00:00+00:00,2025-01-21 05:00:00+00:00,18,99152.26974860004,97969.8856189682,-0.011924932557063728,-0.022281510107015956,-0.9999827258594371,0.5466370852516431,-1.8293356832881131,-0.022980003891391432,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,49,high_vol_chop,2025-01-21 07:00:00+00:00,2025-01-21 16:00:00+00:00,10,98412.66531633504,99330.0965089956,0.009322287834717224,0.011284306292646207,18576.294479271168,0.1915670320072233,96970.20559660142,-0.0030479889425985007,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,50,sideways,2025-01-21 17:00:00+00:00,2025-01-23 23:00:00+00:00,55,99900.21446443466,99720.00476587634,-0.0018038970138795074,0.003925378818548708,0.8663448771726814,0.3070110973975875,2.8218682794086165,-0.024748503822860757,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,51,high_vol_chop,2025-01-24 00:00:00+00:00,2025-01-24 04:00:00+00:00,5,98939.14571666866,99645.53794829024,0.0071396637448686295,-0.0007467590656550227,-0.7298588359973737,0.4577344342471339,-1.5945027976709263,-0.0017627937801782956,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,52,uptrend,2025-01-24 05:00:00+00:00,2025-01-24 06:00:00+00:00,2,100777.28464196356,100426.84379840344,-0.003477379300356742,0.007840851343676292,719077072111807.4,0.981810521032708,732399028842605.0,-0.003477379300356742,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,54,uptrend,2025-01-24 08:00:00+00:00,2025-01-24 13:00:00+00:00,6,100664.69081377338,100561.62873823424,-0.0010238155474971977,0.002076246786937741,19.659551884216118,0.18332087955660473,107.24120423034387,-0.0028325474171095877,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,55,high_vol_chop,2025-01-24 14:00:00+00:00,2025-01-24 18:00:00+00:00,5,100636.69129036102,100384.6955796497,-0.002504014266369814,-0.0017594500089599396,-0.9542823756708879,0.20377650811017875,-4.682985220037839,-0.0027837179876131213,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,57,high_vol_chop,2025-01-24 20:00:00+00:00,2025-01-24 21:00:00+00:00,2,99594.75157869654,99597.87918503516,3.1403324864509585e-05,-0.005839433420349871,-0.9999999999927621,0.3906073039928268,-2.5601159777880813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,58,sideways,2025-01-24 22:00:00+00:00,2025-01-27 03:00:00+00:00,54,99535.32705826285,97385.91683545812,-0.02159444577447933,-0.02220893022699355,-0.9738365365988236,0.21011305861556673,-4.634821571850055,-0.027171903881700543,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,59,downtrend,2025-01-27 04:00:00+00:00,2025-01-27 20:00:00+00:00,17,96989.75336590016,96836.64958894315,-0.0015785562045860235,-0.0056401096212196355,-0.9457711501754457,0.4954918874415241,-1.9087520384217422,-0.018124220703040872,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,60,high_vol_chop,2025-01-27 21:00:00+00:00,2025-01-28 09:00:00+00:00,13,97033.68878827596,97609.91302275706,0.005938393579351553,0.007985235312211847,211.60802927793347,0.168146915438091,1258.4710740997457,-0.0027534288484457603,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,62,sideways,2025-01-28 11:00:00+00:00,2025-01-30 12:00:00+00:00,50,97456.95817943524,97949.4817109496,0.0050537544031237225,0.003662601179357683,0.8974587007983013,0.256536510868289,3.4983663641510843,-0.0205573342095009,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,63,uptrend,2025-01-30 13:00:00+00:00,2025-01-30 14:00:00+00:00,2,98592.7260812582,98697.5753604194,0.0010634585666573493,0.007637545767495091,297177256004716.3,0.3642398444126511,815883436596357.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,65,uptrend,2025-01-30 16:00:00+00:00,2025-01-30 17:00:00+00:00,2,98838.3176456571,98741.80865006552,-0.0009764330058467108,0.002608628587241979,90301.12333937468,0.30211876675845445,298892.79738643614,-0.0009764330058467108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,66,sideways,2025-01-30 18:00:00+00:00,2025-01-31 14:00:00+00:00,21,98709.341117598,99906.32074347672,0.012126305497801804,0.011793505803992188,132.05908300590542,0.3232529580522441,408.53170780439405,-0.008289909995262912,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,68,high_vol_chop,2025-01-31 16:00:00+00:00,2025-02-01 10:00:00+00:00,19,100689.71166448233,98162.15894197546,-0.025102393091849917,-0.028719887885008677,-0.9999985373288861,0.2721272840062292,-3.6747455918679415,-0.025102393091849917,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,69,sideways,2025-02-01 11:00:00+00:00,2025-02-01 14:00:00+00:00,4,98414.15465268676,98233.34921958776,-0.0018371893122191008,0.0007252313761190177,3.8923906289622376,0.26297340146975884,14.801461315888448,-0.004231703505988449,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,71,sideways,2025-02-01 16:00:00+00:00,2025-02-01 20:00:00+00:00,5,98287.11426188493,97095.79411414274,-0.012120817227046943,-0.013407990314770246,-0.9999999999464124,0.35281930501576725,-2.8343120280839598,-0.014958298078085241,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,74,downtrend,2025-02-01 23:00:00+00:00,2025-02-02 00:00:00+00:00,2,96416.06100321696,96919.45669009889,0.005221077086577264,0.0020109323273538315,6626.874341217071,0.5568880164068135,11899.8329035259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,76,downtrend,2025-02-02 02:00:00+00:00,2025-02-02 07:00:00+00:00,6,96398.784701537,96178.36292148218,-0.0022865618144178868,-0.007872128608827245,-0.9999902552803395,0.381784962218191,-2.619249981639776,-0.0059481506658839445,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,77,sideways,2025-02-02 08:00:00+00:00,2025-02-02 10:00:00+00:00,3,96310.76492315024,96221.70260931728,-0.000924738931354474,0.0004506178574747999,2.72664278393869,0.11364247625191802,23.99316588186955,-0.001051409274976045,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,78,downtrend,2025-02-02 11:00:00+00:00,2025-02-02 12:00:00+00:00,2,95624.4787322769,95438.01382104134,-0.0019499704856703604,-0.008144615684653744,-0.9999999999999997,0.2817202239248719,-3.5496209184707874,-0.0019499704856703604,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,79,sideways,2025-02-02 13:00:00+00:00,2025-02-02 14:00:00+00:00,2,95965.83462409153,95966.87715953772,1.0863610474309837e-05,0.005541432782623312,32498950167.7217,0.3652987950750535,88965391087.71092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,80,downtrend,2025-02-02 15:00:00+00:00,2025-02-03 20:00:00+00:00,30,95874.3893720958,90325.12212558083,-0.057880600678225314,-0.058788565398224635,-0.9999999792670619,1.1261061748163383,-0.8880157143531837,-0.09733447872507339,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
buy_hold_50_50,81,high_vol_chop,2025-02-03 21:00:00+00:00,2025-02-04 00:00:00+00:00,4,91998.54045037532,92352.2578339092,0.0038448151655696705,0.022442656711939124,1.2862419931519464e+21,0.988228704522254,1.3015630767108338e+21,-0.006328130132892462,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,0.0,,
