strategy_name,initial_nav,final_nav,net_pnl,total_lp_fees,total_aave_borrow_cost,total_aave_supply_yield,total_gas_cost,total_slippage_cost,total_turnover,mc_scenario,mc_path_id,mc_seed
fractal_dynamic_aave_hedged_lp,99925.0,135690.0198127894,35765.0198127894,7307.084094196224,822.8772180768808,1910.3734684131796,795.0,75.92717535306122,75927.17535306123,sideways_low_vol,5,47
fractal_fixed_hedge_lp,99925.0,136336.82846609177,36411.82846609177,7307.084094196224,768.7661180540817,1910.3734684131796,0.0,0.0,0.0,sideways_low_vol,5,47
fractal_plain_uniswap_v2_lp,99850.0,161494.92687132128,61644.92687132128,14614.168188392448,0.0,0.0,0.0,0.0,0.0,sideways_low_vol,5,47
buy_hold_50_50,100000.0,96344.77211865557,-3655.227881344428,0.0,0.0,0.0,0.0,0.0,0.0,sideways_low_vol,6,48
fractal_dynamic_aave_hedged_lp,99925.0,76599.47636017391,-23325.52363982609,1378.2078693603885,427.3511067850828,1910.3734684131796,1470.0,87.87866629551169,87878.66629551168,sideways_low_vol,6,48
fractal_fixed_hedge_lp,99925.0,79350.50835158609,-20574.49164841391,1378.2078693603885,860.5700290511808,1910.3734684131796,0.0,0.0,0.0,sideways_low_vol,6,48
fractal_plain_uniswap_v2_lp,99850.0,53499.16566535043,-46350.83433464957,2756.415738720777,0.0,0.0,0.0,0.0,0.0,sideways_low_vol,6,48
buy_hold_50_50,100000.0,89540.94474212814,-10459.055257871863,0.0,0.0,0.0,0.0,0.0,0.0,sideways_low_vol,7,49
fractal_dynamic_aave_hedged_lp,99925.0,106491.97278028617,6566.972780286174,63110.80424547098,971.5999700325842,1910.3734684131796,915.0,110.70056072540669,110700.56072540667,sideways_low_vol,7,49
fractal_fixed_hedge_lp,99925.0,107765.28730022762,7840.287300227617,63110.80424547098,1002.2523756597367,1910.3734684131796,0.0,0.0,0.0,sideways_low_vol,7,49
fractal_plain_uniswap_v2_lp,99850.0,104837.5826918984,4987.582691898395,126221.60849094196,0.0,0.0,0.0,0.0,0.0,sideways_low_vol,7,49
buy_hold_50_50,100000.0,93481.23112110764,-6518.768878892355,0.0,0.0,0.0,0.0,0.0,0.0,sideways_low_vol,8,50
