strategy_name,final_nav,net_pnl,annualized_return,annualized_volatility,sharpe,max_drawdown,turnover,number_of_rebalances,total_costs,average_health_factor,average_idle_ratio,mc_scenario,mc_path_id,mc_seed,mc_max_hedge_error,mc_lp_delta_change
fractal_dynamic_aave_hedged_lp,60390.81659942758,-39534.18340057242,-0.3956733085962325,0.5889901341295525,-0.5604641844234652,-0.5344311977140711,357386.52557634923,256,4197.386525576349,3.043016673179262,0.1557825606571249,high_vol_chop,4,100046,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,66895.16532577698,-33029.83467422302,-0.33057692672636185,0.5519034627930859,-0.4511447489913937,-0.5122733174268126,0.0,0,0.0,3.3701704282170595,0.22957737308228815,high_vol_chop,4,100046,,
fractal_plain_uniswap_v2_lp,55758.83173054561,-44091.16826945439,-0.4416111880353665,1.4833748323382292,0.3486255871666989,-0.695495807067984,0.0,0,0.0,inf,0.0,high_vol_chop,4,100046,,
buy_hold_50_50,93593.13943833552,-6406.860561664478,-0.0640756807035785,0.4246562718485219,0.056390102850665855,-0.28522580556935573,0.0,0,0.0,inf,0.0,high_vol_chop,5,100047,,
fractal_dynamic_aave_hedged_lp,284977.7911104037,185052.79111040372,1.8522580935158208,1.1172119718492775,1.4964366053619507,-0.7043750111278425,92790.44970165488,54,902.7904497016549,1.5390569275837043,0.1212162742524276,high_vol_chop,5,100047,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,290267.8103116496,190342.81031164958,1.9052104254967688,1.1152558636522387,1.5135937375448936,-0.7016332044986198,0.0,0,0.0,2.441954824605278,0.09775446332521115,high_vol_chop,5,100047,,
fractal_plain_uniswap_v2_lp,472734.1278098096,372884.1278098096,3.735283457257891,1.4725195464738206,1.7918557107569693,-0.7616567812237275,0.0,0,0.0,inf,0.0,high_vol_chop,5,100047,,
buy_hold_50_50,88419.30685028882,-11580.69314971118,-0.11581935592616377,0.42675142673069694,-0.07508272255943546,-0.32326561951910815,0.0,0,0.0,inf,0.0,high_vol_chop,6,100048,,
fractal_dynamic_aave_hedged_lp,169513.99530706392,69588.99530706392,0.6965146263925626,0.8772280742790969,1.0410385064889907,-0.5887544049766072,154984.18910679698,82,1384.984189106797,1.5958488803753774,0.20008218041061818,high_vol_chop,6,100048,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,177634.29344593943,77709.29344593943,0.7777929564331079,0.8562757078264789,1.099971163995099,-0.5792913402109768,0.0,0,0.0,2.488761598339582,0.15567584556765413,high_vol_chop,6,100048,,
fractal_plain_uniswap_v2_lp,243091.04837275262,143241.04837275262,1.434809650342153,1.4757231784046343,1.3404778729973468,-0.7577885370334659,0.0,0,0.0,inf,0.0,high_vol_chop,6,100048,,
buy_hold_50_50,63080.82231393496,-36919.17768606504,-0.3692249586601213,0.35496838255724766,-1.1205284493910872,-0.5203890963111768,0.0,0,0.0,inf,0.0,high_vol_chop,7,100049,,
fractal_dynamic_aave_hedged_lp,61530.5492176249,-38394.4507823751,-0.3842667694184939,1.5033949058882174,0.4282418110946974,-0.8604827426408103,739113.089520896,469,7774.113089520896,2.7187128779637417,0.19779733504692654,high_vol_chop,7,100049,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,78197.00848574929,-21727.99151425071,-0.21746490300784083,1.4040498273273538,0.5265137572768019,-0.8235927335328993,0.0,0,0.0,5.1758272567281045,0.20108197321533214,high_vol_chop,7,100049,,
fractal_plain_uniswap_v2_lp,22337.154449551075,-77512.84555044892,-0.7763311360084395,2.9638282606027904,0.9724157977488171,-0.9749932798922267,0.0,0,0.0,inf,0.0,high_vol_chop,7,100049,,
buy_hold_50_50,111453.76576874958,11453.765768749581,0.11455145616165807,0.517116747894707,0.4682602677236497,-0.32823773222980757,0.0,0,0.0,inf,0.0,high_vol_chop,8,100050,,
fractal_dynamic_aave_hedged_lp,47139.498101962025,-52785.501898037975,-0.5282916701956248,0.7568693291820001,-0.6141921070404456,-0.6362175260643529,325193.1315175843,190,3175.1931315175843,2.2704634044072898,0.09605269492991687,high_vol_chop,8,100050,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,59624.39044653147,-40300.60955346853,-0.40334375171622505,0.7216365468005619,-0.35472157492932377,-0.55007454771306,0.0,0,0.0,1.7121153964692877,0.22256838696171907,high_vol_chop,8,100050,,
fractal_plain_uniswap_v2_lp,27291.817820439286,-72558.18217956071,-0.7267123025200176,1.4793027198229112,-0.1370830546886867,-0.8596719400095577,0.0,0,0.0,inf,0.0,high_vol_chop,8,100050,,
buy_hold_50_50,262947.13415754924,162947.13415754924,1.6297615879513407,0.4565900661634802,2.3456996111585893,-0.3780164670987135,0.0,0,0.0,inf,0.0,high_vol_chop,9,100051,,
fractal_dynamic_aave_hedged_lp,85819.6106160079,-14105.389383992093,-0.1411746843856163,0.656451814053768,0.09639581322987514,-0.596886606084501,291617.8499626578,196,3231.6178499626576,2.5724801629505625,0.18582522738954974,high_vol_chop,9,100051,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,40751.71764638451,-59173.28235361549,-0.5922187152095938,0.7400211769996948,-0.8416589399669601,-0.7701304077112342,0.0,0,0.0,2.4039105042325994,0.2307402998695707,high_vol_chop,9,100051,,
fractal_plain_uniswap_v2_lp,117829.59536801378,17979.595368013775,0.18008835962893865,1.4766342954367797,0.8503552069802955,-0.8501584298720304,0.0,0,0.0,inf,0.0,high_vol_chop,9,100051,,
buy_hold_50_50,73305.76832779378,-26694.231672206224,-0.26696830519292725,0.40630786601135177,-0.561101015697878,-0.390369379820905,0.0,0,0.0,inf,0.0,high_vol_chop,10,100052,,
fractal_dynamic_aave_hedged_lp,1072539.0546236872,972614.0546236872,9.736349385116956,2.265340615389584,2.174143036503166,-0.8627393292820079,168229.87094023373,78,1338.2298709402337,1.7674835979987338,0.13988780889431116,high_vol_chop,10,100052,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,1072248.1762842773,972323.1762842773,9.733437297241986,2.2552674908072263,2.1737628512197142,-0.8627301579012159,0.0,0,0.0,2.6894143817058223,0.10848630665380078,high_vol_chop,10,100052,,
