strategy_name,final_nav,net_pnl,annualized_return,annualized_volatility,sharpe,max_drawdown,turnover,number_of_rebalances,total_costs,average_health_factor,average_idle_ratio,mc_scenario,mc_path_id,mc_seed,mc_max_hedge_error,mc_lp_delta_change
buy_hold_50_50,134191.8967559628,34191.89675596281,0.3419640258851171,0.3405082803227659,1.0339310270294488,-0.1757677442797081,0.0,0,0.0,inf,0.0,strong_uptrend,4,200046,,
fractal_dynamic_aave_hedged_lp,175211.06818180066,75286.06818180066,0.7535381732573421,0.7247420983232375,1.1371183486715826,-0.3857110413793883,41100.5309763632,20,341.1005309763632,1.6145906209389076,0.1494765739421001,strong_uptrend,4,200046,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,174435.53574405896,74510.53574405896,0.745775646240523,0.7263263238898597,1.1301158030355816,-0.382374136695279,0.0,0,0.0,1.474730269004021,0.17209932006717557,strong_uptrend,4,200046,,
fractal_plain_uniswap_v2_lp,276504.55071698583,176654.55071698583,1.769521346855099,1.1604598220979703,1.457689130270324,-0.522500293713394,0.0,0,0.0,inf,0.0,strong_uptrend,4,200046,,
buy_hold_50_50,292543.77932455955,192543.77932455955,1.925796337200111,0.4311350308046546,2.7054389007202397,-0.21792409023971726,0.0,0,0.0,inf,0.0,strong_uptrend,5,200047,,
fractal_dynamic_aave_hedged_lp,560240.4475622234,460315.4475622234,4.607713034024788,0.9414020045037487,2.3019846163287996,-0.6209085107379468,50820.53044250139,20,350.82053044250137,1.3241547515692451,0.027424679609323058,strong_uptrend,5,200047,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,530555.3887002764,430630.3887002764,4.3105481567303725,0.9882781406720468,2.183425711543615,-0.6675312681941323,0.0,0,0.0,0.8237528418061475,0.15599231591022364,strong_uptrend,5,200047,,
fractal_plain_uniswap_v2_lp,1125745.7203743428,1025895.7203743428,10.277487411438205,1.154422084010765,2.675821543497982,-0.6784515096294634,0.0,0,0.0,inf,0.0,strong_uptrend,5,200047,,
buy_hold_50_50,99221.49392596814,-778.5060740318586,-0.007785946078228134,0.30416313701181685,0.12636410732180406,-0.17838704534539285,0.0,0,0.0,inf,0.0,strong_uptrend,6,200048,,
fractal_dynamic_aave_hedged_lp,56364.37177613356,-43560.62822386644,-0.43597010444151607,0.3967013887032738,-1.2449663420328316,-0.49644709165018364,168253.4829030751,168,2688.253482903075,4.943918963059138,0.10282037089318401,strong_uptrend,6,200048,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,59424.93668403215,-40500.06331596785,-0.4053398961904836,0.40075175401039587,-1.0964258154756925,-0.5037657173879602,0.0,0,0.0,1.8856699494360607,0.2778543981634115,strong_uptrend,6,200048,,
fractal_plain_uniswap_v2_lp,16219.485174200547,-83630.51482579946,-0.8375951923063383,1.1598845337055503,-0.9867610338414714,-0.8985578870864245,0.0,0,0.0,inf,0.0,strong_uptrend,6,200048,,
buy_hold_50_50,84372.20656385741,-15627.793436142587,-0.15629430313747095,0.24616022248852348,-0.5672461407718168,-0.29972599521537335,0.0,0,0.0,inf,0.0,strong_uptrend,7,200049,,
fractal_dynamic_aave_hedged_lp,574654.6489769542,474729.64897695417,4.752008312109548,0.7192877676650481,2.7918304655602113,-0.3581520563102243,124529.77473970054,67,1129.5297747397005,1.7836590223335838,0.1882734510894457,strong_uptrend,7,200049,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,578063.6231631591,478138.6231631591,4.786134361868921,0.719262545073288,2.8001239358058134,-0.3564861324773403,0.0,0,0.0,2.8589863218909697,0.1474618044008399,strong_uptrend,7,200049,,
fractal_plain_uniswap_v2_lp,1040302.9658767194,940452.9658767194,9.42144568202125,1.1624000859563302,2.597261865399488,-0.44031464364288253,0.0,0,0.0,inf,0.0,strong_uptrend,7,200049,,
buy_hold_50_50,156646.2556019495,56646.255601949495,0.5665428251854863,0.31624080033529833,1.577363852374472,-0.22279257437194888,0.0,0,0.0,inf,0.0,strong_uptrend,8,200050,,
fractal_dynamic_aave_hedged_lp,231242.83599879098,131317.83599879098,1.3143856736707624,0.6491178623338897,1.617098311811704,-0.5148355041951651,218604.85340029333,123,2063.6048534002935,1.94373612975483,0.1609485832252739,strong_uptrend,8,200050,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,226802.40803344647,126877.40803344647,1.2699387839920466,0.6538471898177088,1.5804578810910532,-0.5128235854923164,0.0,0,0.0,1.8780290428378976,0.19444145341647184,strong_uptrend,8,200050,,
fractal_plain_uniswap_v2_lp,400047.2821861772,300197.2821861772,3.007117446072872,1.1655704876693553,1.7733135505226683,-0.7037540908084051,0.0,0,0.0,inf,0.0,strong_uptrend,8,200050,,
buy_hold_50_50,258795.35069601494,158795.35069601494,1.588234467598157,0.37197423833420384,2.742356088999357,-0.27130204513689204,0.0,0,0.0,inf,0.0,strong_uptrend,9,200051,,
fractal_dynamic_aave_hedged_lp,63041.9479592555,-36883.0520407445,-0.3691405275221803,0.4613236586671246,-0.7678547327850406,-0.525079855083558,181807.66415936034,151,2446.8076641593602,3.58249390134612,0.08579933636492623,strong_uptrend,9,200051,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,10371.15822110726,-89553.84177889273,-0.8962374159131181,1.2390053069797586,-1.207121720240493,-0.9473011947314487,0.0,0,0.0,1.3660115772776038,0.41754046518464766,strong_uptrend,9,200051,,
fractal_plain_uniswap_v2_lp,54952.17221676998,-44897.82778323002,-0.4496902794461254,1.1542728281109327,0.05945610858208288,-0.8443374338973808,0.0,0,0.0,inf,0.0,strong_uptrend,9,200051,,
buy_hold_50_50,163417.2017033596,63417.201703359606,0.6342636511975626,0.3747902665274467,1.4978279664912393,-0.19907462560382427,0.0,0,0.0,inf,0.0,strong_uptrend,10,200052,,
fractal_dynamic_aave_hedged_lp,152709.08166016793,52784.081660167925,0.5283109940720996,0.7092801820694189,0.9525120845951455,-0.48469440529990937,156297.12532461298,88,1476.297125324613,1.9001552219024438,0.09141527817340103,strong_uptrend,10,200052,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,144857.35580965134,44932.355809651344,0.4497222620139112,0.7516171084590576,0.8697486999758007,-0.5241421801306823,0.0,0,0.0,1.241329029756494,0.21403143227228313,strong_uptrend,10,200052,,
fractal_plain_uniswap_v2_lp,242862.10461282526,143012.10461282526,1.4325162788208874,1.1621410730400086,1.3457827110364013,-0.6169320844446284,0.0,0,0.0,inf,0.0,strong_uptrend,10,200052,,
buy_hold_50_50,151706.8874593602,51706.88745936021,0.5171410631039679,0.34795305312335373,1.371780907471255,-0.25424122135059213,0.0,0,0.0,inf,0.0,strong_uptrend,11,200053,,
fractal_dynamic_aave_hedged_lp,133068.87341148886,33143.873411488865,0.3317310508345559,0.7775706560781563,0.7570006592649252,-0.4126325879876227,48709.97015226576,27,453.7099701522658,1.758922190633045,0.11068423511240635,strong_uptrend,11,200053,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,130639.53239680543,30714.53239680543,0.3074158616604654,0.7724327145425853,0.7330250418196295,-0.4179541315001615,0.0,0,0.0,1.412706540523957,0.1601463363942648,strong_uptrend,11,200053,,
fractal_plain_uniswap_v2_lp,203909.41203281016,104059.41203281016,1.0423238335431035,1.1618656683532143,1.195139118661837,-0.5253538868135688,0.0,0,0.0,inf,0.0,strong_uptrend,11,200053,,
buy_hold_50_50,56056.35675069195,-43943.64324930805,-0.4394734744559665,0.2230440886538969,-2.4834631757007597,-0.4461778676955662,0.0,0,0.0,inf,0.0,strong_downtrend,0,300042,,
fractal_dynamic_aave_hedged_lp,105075.5917062709,5150.591706270905,0.05155060939033307,0.5229462249093786,0.3575452255346934,-0.30863502555285827,326323.3346128813,245,4001.3233346128814,2.9978388074604476,0.25094573987342444,strong_downtrend,0,300042,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,100297.93077869213,372.9307786921272,0.003732533749515321,0.5161857584086202,0.2652683306184127,-0.3009353251330672,0.0,0,0.0,5.862478866317089,0.22026786884852903,strong_downtrend,0,300042,,
fractal_plain_uniswap_v2_lp,60314.41131433099,-39535.58868566901,-0.3959845748717288,1.4883241788087327,0.40514183802416803,-0.6851971187284926,0.0,0,0.0,inf,0.0,strong_downtrend,0,300042,,
buy_hold_50_50,69652.8268648563,-30347.173135143705,-0.30350048943898755,0.30848956152653023,-1.0180687689823458,-0.3675550021538896,0.0,0,0.0,inf,0.0,strong_downtrend,1,300043,,
fractal_dynamic_aave_hedged_lp,109230.81357799345,9305.813577993453,0.09313909447451318,0.6326622536544692,0.45695695537882547,-0.39343063836964476,358349.70711207634,234,3868.3497071120764,2.4636263042440607,0.19224457767206787,strong_downtrend,1,300043,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,112877.33886131019,12952.338861310185,0.12963632289042204,0.6138699708807409,0.5053695983709096,-0.37242278442942467,0.0,0,0.0,2.6065680688577157,0.21733453581255266,strong_downtrend,1,300043,,
fractal_plain_uniswap_v2_lp,97600.06551208685,-2249.934487913153,-0.02253568795893146,1.471522287891525,0.7195032455519901,-0.6873593295981257,0.0,0,0.0,inf,0.0,strong_downtrend,1,300043,,
buy_hold_50_50,83103.54258315155,-16896.457416848454,-0.16898213425341502,0.376401409439741,-0.30355177227897645,-0.459426262959744,0.0,0,0.0,inf,0.0,strong_downtrend,2,300044,,
fractal_dynamic_aave_hedged_lp,150857.02490718797,50932.024907187966,0.5097735249569553,2.7849890943966855,1.5343148580692607,-0.957807958910233,90597.4518881258,56,930.5974518881258,2.0016589971347725,0.10551852464349365,strong_downtrend,2,300044,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,152514.98569118,52589.98569117999,0.5263682618827898,2.7788718636964895,1.5355190969350925,-0.9572519686680843,0.0,0,0.0,1.7744215736754294,0.12430201048897536,strong_downtrend,2,300044,,
fractal_plain_uniswap_v2_lp,188981.4012159435,89131.40121594351,0.8927908518898791,3.2704210937044325,1.823253769612382,-0.9754333222145622,0.0,0,0.0,inf,0.0,strong_downtrend,2,300044,,
buy_hold_50_50,90906.5443105519,-9093.455689448107,-0.09094445165242027,0.27820153035039114,-0.20359391409101435,-0.36812248314937257,0.0,0,0.0,inf,0.0,strong_downtrend,3,300045,,
fractal_dynamic_aave_hedged_lp,1653398.542345128,1553473.542345128,15.551697127369074,3.3231879565414424,2.4990051559365125,-0.867844104678954,367170.7595405273,171,2932.1707595405273,1.8325866280016383,0.15143053826227343,strong_downtrend,3,300045,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,1659346.8084403889,1559421.8084403889,15.611250318465977,3.320352386916823,2.499513146684374,-0.8682542017983677,0.0,0,0.0,3.084575350420318,0.11127115420013374,strong_downtrend,3,300045,,
fractal_plain_uniswap_v2_lp,3208389.0662894603,3108539.0662894603,31.144820361529597,4.45202154340709,2.993325623336963,-0.9617866586722124,0.0,0,0.0,inf,0.0,strong_downtrend,3,300045,,
buy_hold_50_50,81449.76644707701,-18550.23355292299,-0.18552141529883537,0.2911010004186968,-0.5593114718975828,-0.3728053164299103,0.0,0,0.0,inf,0.0,strong_downtrend,4,300046,,
fractal_dynamic_aave_hedged_lp,68342.88503047985,-31582.114969520146,-0.3160878556133232,0.6211705592506052,-0.30101428601052327,-0.47499238373356734,305452.4615475411,203,3350.452461547541,2.743422975390045,0.19364348953519184,strong_downtrend,4,300046,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,75978.28002011258,-23946.71997988742,-0.23967071767986692,0.5996183074569557,-0.1571478309327562,-0.42255569657248915,0.0,0,0.0,2.9006496774941892,0.21467391794530363,strong_downtrend,4,300046,,
fractal_plain_uniswap_v2_lp,33694.80760889307,-66155.19239110693,-0.6625875923215881,1.4397443186924317,-0.03492043645156916,-0.8030281488741372,0.0,0,0.0,inf,0.0,strong_downtrend,4,300046,,
buy_hold_50_50,60585.67863595289,-39414.32136404711,-0.39417787435602314,0.2718325817989071,-1.7075095331988988,-0.45268934439254827,0.0,0,0.0,inf,0.0,strong_downtrend,5,300047,,
fractal_dynamic_aave_hedged_lp,157427.94825231793,57502.94825231793,0.5755428389471602,0.8366501990244765,0.9618686621973109,-0.5654939261966441,239776.57700733395,111,1904.7765770073338,1.930533884689446,0.23406477872569997,strong_downtrend,5,300047,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,151846.65610412872,51921.65610412872,0.5196788649362329,0.8469714575757555,0.9177984562155649,-0.5902429243830667,0.0,0,0.0,4.020307052582852,0.1617100089618481,strong_downtrend,5,300047,,
fractal_plain_uniswap_v2_lp,167542.95761501358,67692.95761501358,0.6780456489523496,1.5482218503743215,1.108878615026461,-0.8157742395971332,0.0,0,0.0,inf,0.0,strong_downtrend,5,300047,,
buy_hold_50_50,68772.54671455733,-31227.453285442665,-0.3123039260752848,0.2740499345957958,-1.2289898371373444,-0.44643563115915275,0.0,0,0.0,inf,0.0,strong_downtrend,6,300048,,
fractal_dynamic_aave_hedged_lp,130280.66003578914,30355.660035789144,0.30382392511507894,0.8583431686585374,0.738128943583804,-0.5631432550852917,110672.8864672806,45,785.6728864672806,2.6002847361851527,0.17955763071418684,strong_downtrend,6,300048,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,142017.62406756775,42092.624067567755,0.4212992131857325,0.8569336931497561,0.8385865804983642,-0.576985904953234,0.0,0,0.0,4.069236378426766,0.14423712857833962,strong_downtrend,6,300048,,
fractal_plain_uniswap_v2_lp,154894.88201260834,55044.882012608345,0.5513534991759841,1.4324019788372537,1.0225252090746675,-0.8219430528958962,0.0,0,0.0,inf,0.0,strong_downtrend,6,300048,,
buy_hold_50_50,66276.12239619478,-33723.87760380522,-0.3372698999255913,0.23979726257595715,-1.5954414570920832,-0.37164498370373467,0.0,0,0.0,inf,0.0,strong_downtrend,7,300049,,
fractal_dynamic_aave_hedged_lp,341425.66528185026,241500.66528185026,2.4172986113440906,0.9705635455104252,1.7493677828977283,-0.42628753757643634,130089.64817918194,81,1345.089648179182,1.9835253168188243,0.24702575229649684,strong_downtrend,7,300049,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,335152.3804954112,235227.38049541123,2.3545027689488682,0.9965321635380122,1.7106573856924598,-0.4504483730382157,0.0,0,0.0,4.073659731553974,0.16619046280941047,strong_downtrend,7,300049,,
fractal_plain_uniswap_v2_lp,538792.7849063892,438942.7849063892,4.397060441574453,1.7708136493108328,1.8331369133193642,-0.6649827169891666,0.0,0,0.0,inf,0.0,strong_downtrend,7,300049,,
buy_hold_50_50,63995.86632651977,-36004.13367348023,-0.36007394768981904,0.2871015083832315,-1.4111032885397323,-0.4258699852892589,0.0,0,0.0,inf,0.0,strong_downtrend,8,300050,,
fractal_dynamic_aave_hedged_lp,16971576.62525255,16871651.62525255,168.94274663715345,2.3872798147541383,3.336553839371536,-0.8132112746873064,61011.20936756025,30,511.01120936756024,2.874388946636621,0.09707842852933428,strong_downtrend,8,300050,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,16972449.90923384,16872524.90923384,168.95149215476835,2.3841775832128436,3.337832246218439,-0.8128632166917338,0.0,0,0.0,3.0638470858371307,0.09496815403369156,strong_downtrend,8,300050,,
fractal_plain_uniswap_v2_lp,33811811.40473945,33711961.40473945,337.8513205878026,2.623830881053029,3.52387681166655,-0.8324793384840863,0.0,0,0.0,inf,0.0,strong_downtrend,8,300050,,
buy_hold_50_50,73651.54633982044,-26348.453660179555,-0.2635102519739113,0.3376624530604775,-0.7368772148168775,-0.46855671676542365,0.0,0,0.0,inf,0.0,strong_downtrend,9,300051,,
fractal_dynamic_aave_hedged_lp,180686.5199782432,80761.51997824319,0.8083436542799609,0.7621775205031046,1.1581744662236302,-0.5606156985209314,208978.36215562545,115,1933.9783621556255,2.005272245025625,0.17074914709201325,strong_downtrend,9,300051,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,181586.61105162697,81661.61105162697,0.8173529609615482,0.7570922107978604,1.1674039596471566,-0.5590622105846993,0.0,0,0.0,2.363508429602899,0.19428107006104828,strong_downtrend,9,300051,,
fractal_plain_uniswap_v2_lp,238709.18548464574,138859.18548464574,1.3909157713467892,1.4311585651221628,1.3241755238341943,-0.7695674905276516,0.0,0,0.0,inf,0.0,strong_downtrend,9,300051,,
buy_hold_50_50,70224.66065398841,-29775.33934601159,-0.2977817321463445,0.308769176607421,-0.9903698351349657,-0.47456853063187565,0.0,0,0.0,inf,0.0,strong_downtrend,10,300052,,
fractal_dynamic_aave_hedged_lp,252008.61327185636,152083.61327185636,1.5222439775983454,0.9073847279964812,1.473017456244722,-0.5089530828684826,49538.41145295954,20,349.53841145295956,1.7893250098033178,0.18346693049606605,strong_downtrend,10,300052,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,246521.49711127923,146596.49711127923,1.46731963095767,0.914796342462191,1.444389678824679,-0.5221694964385564,0.0,0,0.0,2.706379011736289,0.13539094387051925,strong_downtrend,10,300052,,
fractal_plain_uniswap_v2_lp,365370.75760700076,265520.75760700076,2.659738352636627,1.4370068910776788,1.6207989225774413,-0.7356711038439708,0.0,0,0.0,inf,0.0,strong_downtrend,10,300052,,
buy_hold_50_50,101491.60685330516,1491.6068533051584,0.014917784114369281,0.3038843048546571,0.20065075309062638,-0.27403927088826563,0.0,0,0.0,inf,0.0,strong_downtrend,11,300053,,
fractal_dynamic_aave_hedged_lp,222778.4499048451,122853.4499048451,1.229660674856643,1.0430455747634897,1.2902531932850727,-0.6280373961171504,24777.053284135785,10,174.77705328413577,1.3784243734381607,0.163042640818158,strong_downtrend,11,300053,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,229453.26472968786,129528.26472968786,1.2964727765550603,1.0444687085069058,1.3181592236848925,-0.6187372084027914,0.0,0,0.0,2.5503610471476876,0.10219998042761073,strong_downtrend,11,300053,,
fractal_plain_uniswap_v2_lp,357759.78336528107,257909.78336528107,2.5834943718067747,1.4366745405185877,1.6065395664009976,-0.6768401284491148,0.0,0,0.0,inf,0.0,strong_downtrend,11,300053,,
buy_hold_50_50,69082.66540450123,-30917.334595498774,-0.30920251688063105,0.24130931238649916,-1.4107474834428004,-0.4496937340383371,0.0,0,0.0,inf,0.0,crash_recovery,0,400042,,
fractal_dynamic_aave_hedged_lp,508763.1674631763,408838.1674631763,4.0923964233686485,1.2152978700491646,1.9450960123600092,-0.6598584711414404,104289.67514926607,59,989.289675149266,2.1077470517010735,0.18511024306776597,crash_recovery,0,400042,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,509498.339385554,409573.339385554,4.099755868466006,1.229348183371964,1.9382670689483723,-0.6673368558149648,0.0,0,0.0,5.216415624594651,0.1270367073114862,crash_recovery,0,400042,,
fractal_plain_uniswap_v2_lp,889709.245650783,789859.245650783,7.912683468101683,1.8498957926012258,2.1059340537382876,-0.8124007473461272,0.0,0,0.0,inf,0.0,crash_recovery,0,400042,,
buy_hold_50_50,101526.45610510733,1526.4561051073251,0.015266317015162345,0.4496132738513024,0.2657088790258949,-0.3170656235765339,0.0,0,0.0,inf,0.0,crash_recovery,1,400043,,
fractal_dynamic_aave_hedged_lp,61677.20543920136,-38247.79456079864,-0.38279901995022136,0.851242386361509,-0.14132199610134083,-0.6323847666543695,418502.1643428159,259,4303.502164342815,2.3392423664251054,0.11465554007294364,crash_recovery,1,400043,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,71488.49653749075,-28436.503462509252,-0.2846058207065092,0.8176703349714636,-0.0008799650833494204,-0.5959899697484203,0.0,0,0.0,1.721115956655081,0.225533133133723,crash_recovery,1,400043,,
fractal_plain_uniswap_v2_lp,42513.21384590329,-57336.78615409671,-0.5742707087657296,1.7104937894682404,0.3578374133436027,-0.8424495908085714,0.0,0,0.0,inf,0.0,crash_recovery,1,400043,,
buy_hold_50_50,165009.8979308457,65009.897930845706,0.6501933338468222,0.48494912530857764,1.2848679380144805,-0.36301227221750476,0.0,0,0.0,inf,0.0,crash_recovery,2,400044,,
fractal_dynamic_aave_hedged_lp,16844541.97611152,16744616.97611152,167.67055648318942,4.456690433522082,3.3611439144121147,-0.9280921186291066,28235.870317511864,14,238.23587031751185,1.3774840288454926,0.025718679472544283,crash_recovery,2,400044,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,16846601.814544193,16746676.814544193,167.6911847533779,4.456191303600191,3.361055221061516,-0.9280938147513753,0.0,0,0.0,1.474011248469756,0.024632306124859542,crash_recovery,2,400044,,
fractal_plain_uniswap_v2_lp,33647005.808445305,33547155.808445305,336.19950272474347,4.546292928273567,3.535415996737515,-0.930762395009981,0.0,0,0.0,inf,0.0,crash_recovery,2,400044,,
buy_hold_50_50,80314.5806110032,-19685.4193889968,-0.19687429465730166,0.41612272996803207,-0.31213410979199385,-0.39094639231213624,0.0,0,0.0,inf,0.0,crash_recovery,3,400045,,
fractal_dynamic_aave_hedged_lp,119680.71979047243,19755.71979047243,0.19773014620125995,1.2022315758096584,0.751615883147481,-0.8094153847785298,57147.994628495944,23,402.14799462849595,1.7285930011293245,0.14773339290112744,crash_recovery,3,400045,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,117643.9227493383,17718.922749338293,0.177344161260361,1.2046687487740235,0.7382970663819811,-0.8081536602250301,0.0,0,0.0,2.0943994763280176,0.12346984947584654,crash_recovery,3,400045,,
fractal_plain_uniswap_v2_lp,116530.10252925073,16680.102529250726,0.16707218591236717,1.7243660957820868,0.9531153058354755,-0.9025794417876878,0.0,0,0.0,inf,0.0,crash_recovery,3,400045,,
buy_hold_50_50,69847.70099738888,-30152.299002611122,-0.3015516057865808,0.3867133936926234,-0.7258805253849689,-0.5064714490960449,0.0,0,0.0,inf,0.0,crash_recovery,4,400046,,
fractal_dynamic_aave_hedged_lp,46375.1726556903,-53549.8273443097,-0.5359408714117768,1.3872787975962502,0.13952166307683816,-0.8522630384835411,405606.13671576325,657,10260.606136715764,40.08914252946078,0.033337699412364655,crash_recovery,4,400046,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,70007.82714527438,-29917.17285472562,-0.29942473548079285,1.367841079724682,0.42284746753844227,-0.8127102951986588,0.0,0,0.0,2.9024834283580883,0.2760484941547853,crash_recovery,4,400046,,
fractal_plain_uniswap_v2_lp,12024.525612008845,-87825.47438799115,-0.8796032039284032,3.315674757899179,1.0166099170069343,-0.998272380831668,0.0,0,0.0,inf,0.0,crash_recovery,4,400046,,
buy_hold_50_50,59407.5513717051,-40592.4486282949,-0.4059598048054568,0.29579957506080623,-1.6071953509770622,-0.43485668529374066,0.0,0,0.0,inf,0.0,crash_recovery,5,400047,,
fractal_dynamic_aave_hedged_lp,72129.00101152377,-27795.998988476233,-0.2781954785979973,0.5109189930455554,-0.38256927877243424,-0.4605541909924534,324083.2814341619,345,5499.083281434162,4.948514335748463,0.2046538028547801,crash_recovery,5,400047,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,77958.15765898132,-21966.84234101868,-0.21985540956278482,0.4985530664526157,-0.2487532084161773,-0.45774274437802265,0.0,0,0.0,5.161921762736181,0.24787865343878812,crash_recovery,5,400047,,
fractal_plain_uniswap_v2_lp,18520.36764309903,-81329.63235690097,-0.8145537748240269,1.7528314672285583,-0.08247457236673728,-0.8884541927853054,0.0,0,0.0,inf,0.0,crash_recovery,5,400047,,
buy_hold_50_50,105846.54026174649,5846.540261746486,0.058472268964350205,0.416098202086796,0.35040186927106515,-0.23045201569225227,0.0,0,0.0,inf,0.0,crash_recovery,6,400048,,
fractal_dynamic_aave_hedged_lp,209477.13626857768,109552.13626857768,1.0965207830898835,1.7275254117110204,1.2887255278333842,-0.7618304408836989,497165.47382581356,372,6077.165473825814,3.535668717763506,0.1162316414039657,crash_recovery,6,400048,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,214088.6990628148,114163.69906281479,1.1426802508107001,1.689805381271448,1.2924652295250514,-0.7553293652618045,0.0,0,0.0,1.941437828742135,0.24386812495547802,crash_recovery,6,400048,,
fractal_plain_uniswap_v2_lp,331148.73404657154,231298.73404657154,2.316916009277227,2.790717641100869,1.8174876777287872,-0.82734100272349,0.0,0,0.0,inf,0.0,crash_recovery,6,400048,,
buy_hold_50_50,125951.04111366418,25951.041113664178,0.2595435886628832,0.48456665258990667,0.7269823417887671,-0.33037118045892344,0.0,0,0.0,inf,0.0,crash_recovery,7,400049,,
fractal_dynamic_aave_hedged_lp,274585.83969671896,174660.83969671896,1.7482364820476954,1.3190109901814704,1.425366037264829,-0.6695331961150743,49053.77855750864,25,424.0537785575086,1.3770056437828697,0.11030979554226836,crash_recovery,7,400049,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,276370.40623381437,176445.40623381437,1.7660996486671987,1.3158159541451062,1.4305440890241017,-0.6670856010424449,0.0,0,0.0,1.4280897445009277,0.10873724750988206,crash_recovery,7,400049,,
fractal_plain_uniswap_v2_lp,473439.2630396485,373589.2630396485,3.742347463189282,1.7163463109404282,1.7651054970924214,-0.7641242589472212,0.0,0,0.0,inf,0.0,crash_recovery,7,400049,,
buy_hold_50_50,87781.53443749392,-12218.465562506084,-0.12219771592710849,0.3721797575789089,-0.1596195416835622,-0.383677020328303,0.0,0,0.0,inf,0.0,crash_recovery,8,400050,,
fractal_dynamic_aave_hedged_lp,516646.9021340382,416721.9021340382,4.171316682674333,1.6084581740990693,1.8270065172533363,-0.8471087893714742,14512.765214817697,7,119.51276521481769,2.624435526248873,0.04644533720335103,crash_recovery,8,400050,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,517131.28626638924,417206.28626638924,4.176165622731263,1.6069174695301744,1.827791610833078,-0.8468930963324788,0.0,0,0.0,2.4623061307971534,0.04990326577443126,crash_recovery,8,400050,,
fractal_plain_uniswap_v2_lp,921530.3073570721,821680.3073570721,8.231488744881581,1.8232508565666392,2.131704719114032,-0.8677183754349787,0.0,0,0.0,inf,0.0,crash_recovery,8,400050,,
buy_hold_50_50,67527.49510167535,-32472.504898324652,-0.3247553185191452,0.3200371581651492,-1.0626561622902329,-0.4476820304024577,0.0,0,0.0,inf,0.0,crash_recovery,9,400051,,
fractal_dynamic_aave_hedged_lp,71057.08188320893,-28867.918116791072,-0.2889235316232466,0.790035103151769,-0.036725305721594714,-0.676521087534262,414420.7736456706,275,4539.420773645671,2.471735930400616,0.19822895214712888,crash_recovery,9,400051,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,81174.13718009523,-18750.862819904767,-0.18766863949153978,0.755167740564849,0.10219642919495185,-0.6445801459020171,0.0,0,0.0,3.901797993259508,0.20313314711622457,crash_recovery,9,400051,,
fractal_plain_uniswap_v2_lp,32071.531395025668,-67778.46860497433,-0.6788445344091001,1.7334720807098063,0.21313684699110252,-0.9104325844848261,0.0,0,0.0,inf,0.0,crash_recovery,9,400051,,
buy_hold_50_50,169743.37752689573,69743.37752689573,0.6975363177003822,0.4444159577883434,1.417178911551451,-0.45506641980250273,0.0,0,0.0,inf,0.0,crash_recovery,10,400052,,
fractal_dynamic_aave_hedged_lp,646636.6401582703,546711.6401582703,5.47259958755906,1.294320311001508,2.0894209428372728,-0.44125218605221384,164104.92667597823,75,1289.1049266759783,1.2301504675391048,0.13567228642599685,crash_recovery,10,400052,0.8492448544570659,-0.6659922236333837
fractal_fixed_hedge_lp,691371.8784428665,591446.8784428665,5.920436042868416,1.2523528101551018,2.170277797681135,-0.4280642410409643,0.0,0,0.0,1.7906584438413706,0.12340165713743077,crash_recovery,10,400052,,
fractal_plain_uniswap_v2_lp,1340407.7388079478,1240557.7388079478,12.428194603544048,1.719093096351853,2.3709639338989925,-0.5905770558055237,0.0,0,0.0,inf,0.0,crash_recovery,10,400052,,
