strategy_name,final_nav,net_pnl,annualized_return,annualized_volatility,sharpe,max_drawdown,turnover,number_of_rebalances,total_costs,average_health_factor,average_idle_ratio
buy_hold_50_50,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0,0.0,inf,0.0
fractal_dynamic_aave_hedged_lp,102780.79433122576,2855.7943312257557,0.02865900711573821,0.06997524264898071,0.43876314833254154,-0.04104975637768127,19346.965962911218,8,139.3469659629112,2.219107571432877,0.18469670322973608
fractal_fixed_hedge_lp,105835.59584940346,5910.595849403457,0.05931754925569721,0.07718666773487885,0.7850938689048729,-0.055681579186971364,0.0,0,0.0,2.604011092141443,0.17936757243442195
fractal_plain_uniswap_v2_lp,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0,0.0,inf,0.0
