strategy_name,final_nav,net_pnl,annualized_return,annualized_volatility,sharpe,max_drawdown
fractal_plain_uniswap_v2_lp,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921
plain_uniswap_v2_lp,114874.41431253508,14873.376373453168,0.1491698911576762,0.3457919602886708,0.5753943480934461,-0.32579519390926837
