timestamp,strategy_name,eth_price_usdc,nav,regime,drawdown,lp_value,lp_eth_delta,borrowed_weth,aave_debt_value,lp_fees,cumulative_lp_fees,aave_collateral_value,ltv,health_factor,idle_usdc,idle_weth,idle_value,aave_borrow_cost,aave_supply_yield,cumulative_borrow_cost,cumulative_supply_yield,lp_units,lp_share,target_weth_debt,hedge_error,idle_ratio,gas_cost,slippage_cost,cumulative_costs,turnover,rebalance_event,circuit_breaker_active
2025-01-01 16:00:00+00:00,buy_hold_50_50,3331.62,99619.0277612296,warmup,-0.00380972238770394,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-01 17:00:00+00:00,buy_hold_50_50,3336.65,99693.94137972119,warmup,-0.0030605862027881514,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-01 18:00:00+00:00,buy_hold_50_50,3340.57,99752.32336470869,warmup,-0.0024767663529131623,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-01 19:00:00+00:00,buy_hold_50_50,3349.5,99885.32110091744,warmup,-0.0011467889908255424,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-01 20:00:00+00:00,buy_hold_50_50,3353.42,99943.70308590493,warmup,-0.0005629691409507753,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-01 21:00:00+00:00,buy_hold_50_50,3361.73,100067.46693673299,warmup,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-01 22:00:00+00:00,buy_hold_50_50,3354.77,99963.80912665316,warmup,-0.0010358792248170712,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-01 23:00:00+00:00,buy_hold_50_50,3353.21,99940.57547956631,warmup,-0.0012680590510690815,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 00:00:00+00:00,buy_hold_50_50,3383.22,100387.52531871798,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 01:00:00+00:00,buy_hold_50_50,3377.6,100303.82461575122,sideways,-0.0008337759368111097,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 02:00:00+00:00,buy_hold_50_50,3391.79,100515.16144406053,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 03:00:00+00:00,buy_hold_50_50,3382.82,100381.56797331109,sideways,-0.001329087759798231,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 04:00:00+00:00,buy_hold_50_50,3411.54,100809.30537352557,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 05:00:00+00:00,buy_hold_50_50,3406.15,100729.03014416777,sideways,-0.0007963077323105416,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 06:00:00+00:00,buy_hold_50_50,3405.43,100718.30692243535,sideways,-0.0009026790805971574,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 07:00:00+00:00,buy_hold_50_50,3415.53,100868.72989395926,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 08:00:00+00:00,buy_hold_50_50,3432.81,101126.08721553677,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 09:00:00+00:00,buy_hold_50_50,3464.04,101591.20695817943,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 10:00:00+00:00,buy_hold_50_50,3464.41,101596.71750268081,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 11:00:00+00:00,buy_hold_50_50,3467.28,101639.46145597522,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 12:00:00+00:00,buy_hold_50_50,3476.72,101780.05480757775,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 13:00:00+00:00,buy_hold_50_50,3462.5,101568.27117836292,sideways,-0.002080796965723941,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 14:00:00+00:00,buy_hold_50_50,3492.4,102013.5827475277,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 15:00:00+00:00,buy_hold_50_50,3460.18,101533.71857500297,sideways,-0.004703924316748487,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 16:00:00+00:00,buy_hold_50_50,3466.92,101634.09984510901,sideways,-0.003719925251109646,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 17:00:00+00:00,buy_hold_50_50,3447.37,101342.93458834743,sideways,-0.006574106517168943,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 18:00:00+00:00,buy_hold_50_50,3461.98,101560.52662933397,sideways,-0.004441135248773653,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 19:00:00+00:00,buy_hold_50_50,3459.99,101530.8888359347,sideways,-0.004731663162812483,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 20:00:00+00:00,buy_hold_50_50,3449.81,101379.27439532944,sideways,-0.006217881336136433,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 21:00:00+00:00,buy_hold_50_50,3450.96,101396.40176337425,sideways,-0.006049988320485866,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 22:00:00+00:00,buy_hold_50_50,3437.32,101193.2562849994,sideways,-0.008041345480028106,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02 23:00:00+00:00,buy_hold_50_50,3452.38,101417.5503395687,sideways,-0.005842676944639025,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 00:00:00+00:00,buy_hold_50_50,3446.09,101323.87108304541,sideways,-0.006760978743284185,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 01:00:00+00:00,buy_hold_50_50,3460.9,101544.44179673538,sideways,-0.004598808689558531,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 02:00:00+00:00,buy_hold_50_50,3454.87,101454.63481472657,sideways,-0.005479152067273896,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 03:00:00+00:00,buy_hold_50_50,3466.62,101629.63183605386,sideways,-0.003763723429105359,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 04:00:00+00:00,buy_hold_50_50,3455.18,101459.2517574169,sideways,-0.005433893950011592,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 05:00:00+00:00,buy_hold_50_50,3453.04,101427.37995949006,sideways,-0.005746320953048278,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 06:00:00+00:00,buy_hold_50_50,3439.63,101227.65995472418,sideways,-0.007704099509460383,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 07:00:00+00:00,buy_hold_50_50,3430.22,101087.51340402717,sideways,-0.009077902359261869,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 08:00:00+00:00,buy_hold_50_50,3427.11,101041.19504348862,sideways,-0.009531943471151605,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 09:00:00+00:00,buy_hold_50_50,3440.9,101246.57452639105,sideways,-0.007518687222611509,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 10:00:00+00:00,buy_hold_50_50,3443.63,101287.23340879305,sideways,-0.007120123802849765,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 11:00:00+00:00,buy_hold_50_50,3463.31,101580.33480281188,sideways,-0.00424696332632557,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 12:00:00+00:00,buy_hold_50_50,3461.6,101554.86715119742,sideways,-0.004496612940901645,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 13:00:00+00:00,buy_hold_50_50,3479.4,101819.96902180389,sideways,-0.001897921046484452,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 14:00:00+00:00,buy_hold_50_50,3524.66,102494.04265459311,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 15:00:00+00:00,buy_hold_50_50,3562.0,103050.16084832599,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 16:00:00+00:00,buy_hold_50_50,3581.45,103339.83676873584,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 17:00:00+00:00,buy_hold_50_50,3573.18,103216.66865244847,sideways,-0.0011918745000827347,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 18:00:00+00:00,buy_hold_50_50,3603.22,103664.06529250566,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 19:00:00+00:00,buy_hold_50_50,3620.95,103928.12462766591,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 20:00:00+00:00,buy_hold_50_50,3599.82,103613.42785654712,sideways,-0.0030280231866611773,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 21:00:00+00:00,buy_hold_50_50,3612.79,103806.59478136542,sideways,-0.0011693643730787961,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 22:00:00+00:00,buy_hold_50_50,3614.95,103838.76444656262,uptrend,-0.0008598267449108077,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03 23:00:00+00:00,buy_hold_50_50,3607.73,103731.23436196831,sideways,-0.0018944849279536324,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 00:00:00+00:00,buy_hold_50_50,3601.61,103640.08697724294,sideways,-0.0027715082077627295,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 01:00:00+00:00,buy_hold_50_50,3595.22,103544.91838436792,sideways,-0.003687223691092867,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 02:00:00+00:00,buy_hold_50_50,3595.0,103541.64184439415,sideways,-0.0037187506717394347,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 03:00:00+00:00,buy_hold_50_50,3596.13,103558.4713451686,sideways,-0.003556816634781357,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 04:00:00+00:00,buy_hold_50_50,3590.1,103468.66436315977,sideways,-0.004420942513416959,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 05:00:00+00:00,buy_hold_50_50,3595.45,103548.34385797688,sideways,-0.0036542636658712935,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 06:00:00+00:00,buy_hold_50_50,3599.01,103601.36423209819,sideways,-0.003144099797224076,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 07:00:00+00:00,buy_hold_50_50,3593.21,103514.98272369833,sideways,-0.0039752656506379935,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 08:00:00+00:00,buy_hold_50_50,3584.0,103377.81484570476,sideways,-0.005295099704076156,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 09:00:00+00:00,buy_hold_50_50,3588.46,103444.23924699155,sideways,-0.004655961823692434,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 10:00:00+00:00,buy_hold_50_50,3586.91,103421.15453353986,sideways,-0.004878083732794414,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 11:00:00+00:00,buy_hold_50_50,3601.29,103635.32110091744,sideways,-0.002817365634157909,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 12:00:00+00:00,buy_hold_50_50,3634.44,104129.03610151316,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 13:00:00+00:00,buy_hold_50_50,3643.69,104266.79971404743,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 14:00:00+00:00,buy_hold_50_50,3636.45,104158.97176218277,sideways,-0.0010341542289624694,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 15:00:00+00:00,buy_hold_50_50,3607.8,103732.27689741451,sideways,-0.0051264910604224,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 16:00:00+00:00,buy_hold_50_50,3621.34,103933.93303943763,sideways,-0.0031924512454846177,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 17:00:00+00:00,buy_hold_50_50,3633.24,104111.16406529251,sideways,-0.001492667360864175,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 18:00:00+00:00,buy_hold_50_50,3626.42,104009.59132610509,sideways,-0.0024668292174281348,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 19:00:00+00:00,buy_hold_50_50,3630.67,104072.88812105326,sideways,-0.0018597635443494687,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 20:00:00+00:00,buy_hold_50_50,3660.2,104512.68914571666,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 21:00:00+00:00,buy_hold_50_50,3657.73,104475.90253782916,sideways,-0.00035198221563526033,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 22:00:00+00:00,buy_hold_50_50,3659.8,104506.73180030979,sideways,-5.700116852380699e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 23:00:00+00:00,buy_hold_50_50,3656.14,104452.22208983677,sideways,-0.0005785618605180787,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 00:00:00+00:00,buy_hold_50_50,3649.44,104352.43655427142,sideways,-0.0015333314332942605,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 01:00:00+00:00,buy_hold_50_50,3636.22,104155.54628857381,sideways,-0.0034172200530110386,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 02:00:00+00:00,buy_hold_50_50,3641.18,104229.4173716192,sideways,-0.0027104055633140334,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 03:00:00+00:00,buy_hold_50_50,3636.37,104157.78029310139,sideways,-0.0033958446148146804,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 04:00:00+00:00,buy_hold_50_50,3643.45,104263.22530680329,sideways,-0.002386923931940621,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 05:00:00+00:00,buy_hold_50_50,3631.28,104081.97307279878,sideways,-0.004121184484281781,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 06:00:00+00:00,buy_hold_50_50,3638.14,104184.14154652687,sideways,-0.0031436144440960545,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 07:00:00+00:00,buy_hold_50_50,3630.92,104076.61146193257,sideways,-0.004172485535953396,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 08:00:00+00:00,buy_hold_50_50,3619.57,103907.57178601215,sideways,-0.00578989369282068,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 09:00:00+00:00,buy_hold_50_50,3607.86,103733.17049922555,sideways,-0.007458602901359357,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 10:00:00+00:00,buy_hold_50_50,3614.22,103827.89229119505,sideways,-0.006552284321828528,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 11:00:00+00:00,buy_hold_50_50,3612.49,103802.12677231026,sideways,-0.006798814375694628,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 12:00:00+00:00,buy_hold_50_50,3613.44,103816.27546765162,sideways,-0.006663436600450212,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 13:00:00+00:00,buy_hold_50_50,3613.77,103821.1902776123,sideways,-0.006616410636417935,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 14:00:00+00:00,buy_hold_50_50,3621.75,103940.03931847968,sideways,-0.0054792373243650605,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 15:00:00+00:00,buy_hold_50_50,3628.74,104044.14392946503,sideways,-0.004483141904409016,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 16:00:00+00:00,buy_hold_50_50,3627.05,104018.97414512094,sideways,-0.004723971841422592,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 17:00:00+00:00,buy_hold_50_50,3627.35,104023.4421541761,sideways,-0.004681220965029764,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 18:00:00+00:00,buy_hold_50_50,3629.69,104058.29262480639,sideways,-0.0043477641291646,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 19:00:00+00:00,buy_hold_50_50,3636.94,104166.26951030621,sideways,-0.0033146179496678085,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 20:00:00+00:00,buy_hold_50_50,3635.28,104141.54652686763,sideways,-0.003551172799042268,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 21:00:00+00:00,buy_hold_50_50,3645.05,104287.05468843084,sideways,-0.002158919257844727,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 22:00:00+00:00,buy_hold_50_50,3644.93,104285.26748480878,sideways,-0.002176019608401858,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05 23:00:00+00:00,buy_hold_50_50,3635.48,104144.52519957107,sideways,-0.003522672214780309,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 00:00:00+00:00,buy_hold_50_50,3621.21,103931.9969021804,sideways,-0.005556188901872372,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 01:00:00+00:00,buy_hold_50_50,3647.61,104325.18169903492,sideways,-0.0017941117792913408,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 02:00:00+00:00,buy_hold_50_50,3657.72,104475.75360419397,sideways,-0.0003534072448484471,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 03:00:00+00:00,buy_hold_50_50,3663.84,104566.90098891934,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 04:00:00+00:00,buy_hold_50_50,3671.42,104679.79268437985,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 05:00:00+00:00,buy_hold_50_50,3679.92,104806.38627427618,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 06:00:00+00:00,buy_hold_50_50,3665.76,104595.4962468724,sideways,-0.0020121868036924173,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 07:00:00+00:00,buy_hold_50_50,3649.03,104346.33027522935,sideways,-0.004389579828111612,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 08:00:00+00:00,buy_hold_50_50,3639.56,104205.29012272132,sideways,-0.005735300804874721,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 09:00:00+00:00,buy_hold_50_50,3643.59,104265.31037769571,sideways,-0.005162623345914108,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 10:00:00+00:00,buy_hold_50_50,3636.56,104160.61003216967,sideways,-0.006161611568368808,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 11:00:00+00:00,buy_hold_50_50,3653.5,104412.90361015132,sideways,-0.003754376790505165,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 12:00:00+00:00,buy_hold_50_50,3641.59,104235.52365066127,sideways,-0.005446830521577017,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 13:00:00+00:00,buy_hold_50_50,3649.72,104356.60669605623,sideways,-0.004291528352507901,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 14:00:00+00:00,buy_hold_50_50,3685.3,104886.51256999881,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 15:00:00+00:00,buy_hold_50_50,3714.6,105322.88812105326,sideways,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 16:00:00+00:00,buy_hold_50_50,3711.05,105270.01668056715,sideways,-0.0005019938346672026,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 17:00:00+00:00,buy_hold_50_50,3674.61,104727.30251399976,sideways,-0.005654854492491257,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 18:00:00+00:00,buy_hold_50_50,3683.22,104855.534373883,sideways,-0.00443734268503071,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 19:00:00+00:00,buy_hold_50_50,3688.57,104935.21386870011,sideways,-0.0036808167651799506,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 20:00:00+00:00,buy_hold_50_50,3685.64,104891.57631359466,sideways,-0.004095138437173018,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 21:00:00+00:00,buy_hold_50_50,3668.87,104641.81460741094,sideways,-0.0064665290307983625,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 22:00:00+00:00,buy_hold_50_50,3679.93,104806.53520791137,sideways,-0.0049025707740602,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06 23:00:00+00:00,buy_hold_50_50,3688.96,104941.02228047182,sideways,-0.003625668146723604,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 00:00:00+00:00,buy_hold_50_50,3677.03,104763.34445371144,sideways,-0.0053126502446334545,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 01:00:00+00:00,buy_hold_50_50,3695.8,105042.89288692959,sideways,-0.002658446223026578,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 02:00:00+00:00,buy_hold_50_50,3678.68,104787.91850351484,sideways,-0.0050793291665487406,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 03:00:00+00:00,buy_hold_50_50,3683.01,104852.4067675444,sideways,-0.004467038094968623,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 04:00:00+00:00,buy_hold_50_50,3674.28,104722.38770403908,sideways,-0.0057015187081082,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 05:00:00+00:00,buy_hold_50_50,3669.71,104654.3250327654,sideways,-0.006347747391046155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 06:00:00+00:00,buy_hold_50_50,3673.02,104703.62206600739,sideways,-0.005879691167736567,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 07:00:00+00:00,buy_hold_50_50,3667.89,104627.21911116407,sideways,-0.006605107610509253,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 08:00:00+00:00,buy_hold_50_50,3674.19,104721.04730132254,sideways,-0.005714245312367305,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 09:00:00+00:00,buy_hold_50_50,3661.18,104527.28464196355,sideways,-0.007553946661387423,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 10:00:00+00:00,buy_hold_50_50,3657.74,104476.0514714643,sideways,-0.008040385757515867,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 11:00:00+00:00,buy_hold_50_50,3639.65,104206.63052543787,sideways,-0.010598433213608982,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 12:00:00+00:00,buy_hold_50_50,3633.6,104116.52567615871,sideways,-0.011453943833253155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 13:00:00+00:00,buy_hold_50_50,3635.94,104151.376146789,sideways,-0.011123052122514632,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 14:00:00+00:00,buy_hold_50_50,3568.92,103153.22292386513,sideways,-0.020600130094176716,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 15:00:00+00:00,buy_hold_50_50,3461.2,101548.90980579054,downtrend,-0.03583246132526374,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 16:00:00+00:00,buy_hold_50_50,3456.91,101485.01727630169,downtrend,-0.03643909612828411,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 17:00:00+00:00,buy_hold_50_50,3441.2,101251.0425354462,downtrend,-0.038660595605079284,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 18:00:00+00:00,buy_hold_50_50,3420.08,100936.4946979626,downtrend,-0.04164710540456451,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 19:00:00+00:00,buy_hold_50_50,3384.3,100403.61015131658,downtrend,-0.04670663763115468,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 20:00:00+00:00,buy_hold_50_50,3394.0,100548.07577743358,downtrend,-0.04533499250544415,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 21:00:00+00:00,buy_hold_50_50,3362.18,100074.16895031574,downtrend,-0.04983455414463078,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 22:00:00+00:00,buy_hold_50_50,3396.37,100583.37304896937,downtrend,-0.044999858593286035,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07 23:00:00+00:00,buy_hold_50_50,3380.53,100347.46217085667,downtrend,-0.047239740942899955,,,,,,,,,,,,,,,,,,,,,,,,,,,
