strategy_name,final_nav,net_pnl,annualized_return,annualized_volatility,sharpe,max_drawdown,turnover,number_of_rebalances,total_costs,average_health_factor,average_idle_ratio
buy_hold_50_50,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0,0.0,inf,0.0
fractal_dynamic_aave_hedged_lp,103761.01122053107,3836.0112205310725,0.03849637237202219,0.06280751481433554,0.6327648290250737,-0.020442741270438325,22182.966295582977,13,217.18296629558296,1.9696725281079877,0.21362823095620526
fractal_fixed_hedge_lp,106031.85821449061,6106.85821449061,0.06128735782465977,0.06964329759400585,0.8888417428382579,-0.04129021879775718,0.0,0,0.0,2.297685823309843,0.202856119614602
fractal_plain_uniswap_v2_lp,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0,0.0,inf,0.0
